SH600804	2016-01-29	2016-06-29
SH600820	2016-01-29	2016-06-29
SH600827	2016-01-29	2016-06-29
SH600837	2016-01-29	2016-06-29
SH600839	2016-01-29	2016-06-29
SH600863	2016-01-29	2016-06-29
SH600867	2016-01-29	2016-06-29
SH600873	2016-01-29	2016-06-29
SH600875	2016-01-29	2016-06-29
SH600886	2016-01-29	2016-06-29
SH600887	2016-01-29	2016-06-29
SH600893	2016-01-29	2016-06-29
SH600895	2016-01-29	2016-06-29
SH600900	2016-01-29	2016-06-29
SH600958	2016-01-29	2016-06-29
SH600959	2016-01-29	2016-06-29
SH600998	2016-01-29	2016-06-29
SH600999	2016-01-29	2016-06-29
SH601006	2016-01-29	2016-06-29
SH601009	2016-01-29	2016-06-29
SH601016	2016-01-29	2016-06-29
SH601018	2016-01-29	2016-06-29
SH601021	2016-01-29	2016-06-29
SH601088	2016-01-29	2016-06-29
SH601098	2016-01-29	2016-06-29
SH601099	2016-01-29	2016-06-29
SH601106	2016-01-29	2016-06-29
SH601111	2016-01-29	2016-06-29
SH601117	2016-01-29	2016-06-29
SH601118	2016-01-29	2016-06-29
SH601158	2016-01-29	2016-06-29
SH601166	2016-01-29	2016-06-29
SH601169	2016-01-29	2016-06-29
SH601179	2016-01-29	2016-06-29
SH601186	2016-01-29	2016-06-29
SH601198	2016-01-29	2016-06-29
SH601211	2016-01-29	2016-06-29
SH601216	2016-01-29	2016-06-29
SH601225	2016-01-29	2016-06-29
SH601231	2016-01-29	2016-06-29
SH601238	2016-01-29	2016-06-29
SH601258	2016-01-29	2016-06-29
SH601288	2016-01-29	2016-06-29
SH601318	2016-01-29	2016-06-29
SH601328	2016-01-29	2016-06-29
SH601333	2016-01-29	2016-06-29
SH601336	2016-01-29	2016-06-29
SH601377	2016-01-29	2016-06-29
SH601390	2016-01-29	2016-06-29
SH601398	2016-01-29	2016-06-29
SH601555	2016-01-29	2016-06-29
SH601600	2016-01-29	2016-06-29
SH601601	2016-01-29	2016-06-29
SH601607	2016-01-29	2016-06-29
SH601608	2016-01-29	2016-06-29
SH601618	2016-01-29	2016-06-29
SH601628	2016-01-29	2016-06-29
SH601633	2016-01-29	2016-06-29
SH601668	2016-01-29	2016-06-29
SH601669	2016-01-29	2016-06-29
SH601688	2016-01-29	2016-06-29
SH601699	2016-01-29	2016-06-29
SH601718	2016-01-29	2016-06-29
SH601727	2016-01-29	2016-06-29
SH601766	2016-01-29	2016-06-29
SH601788	2016-01-29	2016-06-29
SH601800	2016-01-29	2016-06-29
SH601808	2016-01-29	2016-06-29
SH601818	2016-01-29	2016-06-29
SH601857	2016-01-29	2016-06-29
SH601866	2016-01-29	2016-06-29
SH601872	2016-01-29	2016-06-29
SH601888	2016-01-29	2016-06-29
SH601898	2016-01-29	2016-06-29
SH601899	2016-01-29	2016-06-29
SH601901	2016-01-29	2016-06-29
SH601919	2016-01-29	2016-06-29
SH601928	2016-01-29	2016-06-29
SH601933	2016-01-29	2016-06-29
SH601939	2016-01-29	2016-06-29
SH601958	2016-01-29	2016-06-29
SH601969	2016-01-29	2016-06-29
SH601985	2016-01-29	2016-06-29
SH601988	2016-01-29	2016-06-29
SH601989	2016-01-29	2016-06-29
SH601991	2016-01-29	2016-06-29
SH601992	2016-01-29	2016-06-29
SH601998	2016-01-29	2016-06-29
SH603000	2016-01-29	2016-06-29
SH603288	2016-01-29	2016-06-29
SH603885	2016-01-29	2016-06-29
SH603993	2016-01-29	2016-06-29
SZ000001	2016-01-29	2016-06-29
SZ000002	2016-01-29	2016-06-29
SZ000009	2016-01-29	2016-06-29
SZ000027	2016-01-29	2016-06-29
SZ000039	2016-01-29	2016-06-29
SZ000046	2016-01-29	2016-06-29
SZ000060	2016-01-29	2016-06-29
SZ000061	2016-01-29	2016-06-29
SZ000063	2016-01-29	2016-06-29
SZ000069	2016-01-29	2016-06-29
SZ000100	2016-01-29	2016-06-29
SZ000156	2016-01-29	2016-06-29
SZ000157	2016-01-29	2016-06-29
SZ000166	2016-01-29	2016-06-29
SZ000333	2016-01-29	2016-06-29
SZ000338	2016-01-29	2016-06-29
SZ000400	2016-01-29	2016-06-29
SZ000402	2016-01-29	2016-06-29
SZ000413	2016-01-29	2016-06-29
SZ000415	2016-01-29	2016-06-29
SZ000423	2016-01-29	2016-06-29
SZ000425	2016-01-29	2016-06-29
SZ000503	2016-01-29	2016-06-29
SZ000538	2016-01-29	2016-06-29
SZ000539	2016-01-29	2016-06-29
SZ000540	2016-01-29	2016-06-29
SZ000559	2016-01-29	2016-06-29
SZ000568	2016-01-29	2016-06-29
SZ000581	2016-01-29	2016-06-29
SZ000598	2016-01-29	2016-06-29
SZ000623	2016-01-29	2016-06-29
SZ000625	2016-01-29	2016-06-29
SZ000629	2016-01-29	2016-06-29
SZ000630	2016-01-29	2016-06-29
SZ000651	2016-01-29	2016-06-29
SZ000686	2016-01-29	2016-06-29
SZ000709	2016-01-29	2016-06-29
SZ000712	2016-01-29	2016-06-29
SZ000725	2016-01-29	2016-06-29
SZ000728	2016-01-29	2016-06-29
SZ000729	2016-01-29	2016-06-29
SZ000738	2016-01-29	2016-06-29
SZ000750	2016-01-29	2016-06-29
SZ000768	2016-01-29	2016-06-29
SZ000776	2016-01-29	2016-06-29
SZ000778	2016-01-29	2016-06-29
SZ000783	2016-01-29	2016-06-29
SZ000792	2016-01-29	2016-06-29
SZ000793	2016-01-29	2016-06-29
SZ000800	2016-01-29	2016-06-29
SZ000825	2016-01-29	2016-06-29
SZ000826	2016-01-29	2016-06-29
SZ000831	2016-01-29	2016-06-29
SZ000858	2016-01-29	2016-06-29
SZ000876	2016-01-29	2016-06-29
SZ000883	2016-01-29	2016-06-29
SZ000895	2016-01-29	2016-06-29
SZ000898	2016-01-29	2016-06-29
SZ000917	2016-01-29	2016-06-29
SZ000937	2016-01-29	2016-06-29
SZ000963	2016-01-29	2016-06-29
SZ000983	2016-01-29	2016-06-29
SZ000999	2016-01-29	2016-06-29
SZ001979	2016-01-29	2016-06-29
SZ002007	2016-01-29	2016-06-29
SZ002008	2016-01-29	2016-06-29
SZ002024	2016-01-29	2016-06-29
SZ002038	2016-01-29	2016-06-29
SZ002065	2016-01-29	2016-06-29
SZ002081	2016-01-29	2016-06-29
SZ002129	2016-01-29	2016-06-29
SZ002142	2016-01-29	2016-06-29
SZ002146	2016-01-29	2016-06-29
SZ002153	2016-01-29	2016-06-29
SZ002195	2016-01-29	2016-06-29
SZ002202	2016-01-29	2016-06-29
SZ002230	2016-01-29	2016-06-29
SZ002236	2016-01-29	2016-06-29
SZ002241	2016-01-29	2016-06-29
SZ002252	2016-01-29	2016-06-29
SZ002292	2016-01-29	2016-06-29
SZ002294	2016-01-29	2016-06-29
SZ002304	2016-01-29	2016-06-29
SZ002353	2016-01-29	2016-06-29
SZ002375	2016-01-29	2016-06-29
SZ002385	2016-01-29	2016-06-29
SZ002399	2016-01-29	2016-06-29
SZ002410	2016-01-29	2016-06-29
SZ002415	2016-01-29	2016-06-29
SZ002422	2016-01-29	2016-06-29
SZ002450	2016-01-29	2016-06-29
SZ002456	2016-01-29	2016-06-29
SZ002465	2016-01-29	2016-06-29
SZ002470	2016-01-29	2016-06-29
SZ002475	2016-01-29	2016-06-29
SZ002500	2016-01-29	2016-06-29
SZ002594	2016-01-29	2016-06-29
SZ002673	2016-01-29	2016-06-29
SZ002736	2016-01-29	2016-06-29
SZ002739	2016-01-29	2016-06-29
SZ300002	2016-01-29	2016-06-29
SZ300003	2016-01-29	2016-06-29
SZ300015	2016-01-29	2016-06-29
SZ300017	2016-01-29	2016-06-29
SZ300024	2016-01-29	2016-06-29
SZ300027	2016-01-29	2016-06-29
SZ300058	2016-01-29	2016-06-29
SZ300059	2016-01-29	2016-06-29
SZ300070	2016-01-29	2016-06-29
SZ300104	2016-01-29	2016-06-29
SZ300124	2016-01-29	2016-06-29
SZ300133	2016-01-29	2016-06-29
SZ300144	2016-01-29	2016-06-29
SZ300146	2016-01-29	2016-06-29
SZ300251	2016-01-29	2016-06-29
SZ300315	2016-01-29	2016-06-29
SH600000	2016-06-30	2016-12-29
SH600005	2016-06-30	2016-12-29
SH600008	2016-06-30	2016-12-29
SH600009	2016-06-30	2016-12-29
SH600010	2016-06-30	2016-12-29
SH600011	2016-06-30	2016-12-29
SH600015	2016-06-30	2016-12-29
SH600016	2016-06-30	2016-12-29
SH600018	2016-06-30	2016-12-29
SH600019	2016-06-30	2016-12-29
SH600021	2016-06-30	2016-12-29
SH600022	2016-06-30	2016-12-29
SH600023	2016-06-30	2016-12-29
SH600027	2016-06-30	2016-12-29
SH600028	2016-06-30	2016-12-29
SH600029	2016-06-30	2016-12-29
SH600030	2016-06-30	2016-12-29
SH600031	2016-06-30	2016-12-29
SH600036	2016-06-30	2016-12-29
SH600037	2016-06-30	2016-12-29
SH600038	2016-06-30	2016-12-29
SH600048	2016-06-30	2016-12-29
SH600050	2016-06-30	2016-12-29
SH600060	2016-06-30	2016-12-29
SH600061	2016-06-30	2016-12-29
SH600066	2016-06-30	2016-12-29
SH600068	2016-06-30	2016-12-29
SH600074	2016-06-30	2016-12-29
SH600085	2016-06-30	2016-12-29
SH600089	2016-06-30	2016-12-29
SH600098	2016-06-30	2016-12-29
SH600100	2016-06-30	2016-12-29
SH600104	2016-06-30	2016-12-29
SH600109	2016-06-30	2016-12-29
SH600111	2016-06-30	2016-12-29
SH600115	2016-06-30	2016-12-29
SH600118	2016-06-30	2016-12-29
SH600150	2016-06-30	2016-12-29
SH600153	2016-06-30	2016-12-29
SH600157	2016-06-30	2016-12-29
SH600170	2016-06-30	2016-12-29
SH600177	2016-06-30	2016-12-29
SH600188	2016-06-30	2016-12-29
SH600196	2016-06-30	2016-12-29
SH600208	2016-06-30	2016-12-29
SH600221	2016-06-30	2016-12-29
SH600252	2016-06-30	2016-12-29
SH600256	2016-06-30	2016-12-29
SH600271	2016-06-30	2016-12-29
SH600276	2016-06-30	2016-12-29
SH600309	2016-06-30	2016-12-29
SH600317	2016-06-30	2016-12-29
SH600332	2016-06-30	2016-12-29
SH600340	2016-06-30	2016-12-29
SH600352	2016-06-30	2016-12-29
SH600362	2016-06-30	2016-12-29
SH600369	2016-06-30	2016-12-29
SH600372	2016-06-30	2016-12-29
SH600373	2016-06-30	2016-12-29
SH600376	2016-06-30	2016-12-29
SH600383	2016-06-30	2016-12-29
SH600398	2016-06-30	2016-12-29
SH600406	2016-06-30	2016-12-29
SH600415	2016-06-30	2016-12-29
SH600446	2016-06-30	2016-12-29
SH600485	2016-06-30	2016-12-29
SH600489	2016-06-30	2016-12-29
SH600518	2016-06-30	2016-12-29
SH600519	2016-06-30	2016-12-29
SH600535	2016-06-30	2016-12-29
SH600547	2016-06-30	2016-12-29
SH600570	2016-06-30	2016-12-29
SH600578	2016-06-30	2016-12-29
SH600582	2016-06-30	2016-12-29
SH600583	2016-06-30	2016-12-29
SH600585	2016-06-30	2016-12-29
SH600588	2016-06-30	2016-12-29
SH600600	2016-06-30	2016-12-29
SH600606	2016-06-30	2016-12-29
SH600637	2016-06-30	2016-12-29
SH600642	2016-06-30	2016-12-29
SH600648	2016-06-30	2016-12-29
SH600649	2016-06-30	2016-12-29
SH600660	2016-06-30	2016-12-29
SH600663	2016-06-30	2016-12-29
SH600666	2016-06-30	2016-12-29
SH600674	2016-06-30	2016-12-29
SH600685	2016-06-30	2016-12-29
SH600688	2016-06-30	2016-12-29
SH600690	2016-06-30	2016-12-29
SH600703	2016-06-30	2016-12-29
SH600704	2016-06-30	2016-12-29
SH600705	2016-06-30	2016-12-29
SH600718	2016-06-30	2016-12-29
SH600737	2016-06-30	2016-12-29
SH600739	2016-06-30	2016-12-29
SH600741	2016-06-30	2016-12-29
SH600783	2016-06-30	2016-12-29
SH600795	2016-06-30	2016-12-29
SH600804	2016-06-30	2016-12-29
SH600816	2016-06-30	2016-12-29
SH600820	2016-06-30	2016-12-29
SH600827	2016-06-30	2016-12-29
SH600837	2016-06-30	2016-12-29
SH600839	2016-06-30	2016-12-29
SH600863	2016-06-30	2016-12-29
SH600867	2016-06-30	2016-12-29
SH600871	2016-06-30	2016-12-29
SH600873	2016-06-30	2016-12-29
SH600875	2016-06-30	2016-12-29
SH600886	2016-06-30	2016-12-29
SH600887	2016-06-30	2016-12-29
SH600893	2016-06-30	2016-12-29
SH600895	2016-06-30	2016-12-29
SH600900	2016-06-30	2016-12-29
SH600958	2016-06-30	2016-12-29
SH600959	2016-06-30	2016-12-29
SH600998	2016-06-30	2016-12-29
SH600999	2016-06-30	2016-12-29
SH601006	2016-06-30	2016-12-29
SH601009	2016-06-30	2016-12-29
SH601016	2016-06-30	2016-12-29
SH601018	2016-06-30	2016-12-29
SH601021	2016-06-30	2016-12-29
SH601088	2016-06-30	2016-12-29
SH601098	2016-06-30	2016-12-29
SH601099	2016-06-30	2016-12-29
SH601106	2016-06-30	2016-12-29
SH601111	2016-06-30	2016-12-29
SH601117	2016-06-30	2016-12-29
SH601118	2016-06-30	2016-12-29
SH601166	2016-06-30	2016-12-29
SH601169	2016-06-30	2016-12-29
SH601179	2016-06-30	2016-12-29
SH601186	2016-06-30	2016-12-29
SH601198	2016-06-30	2016-12-29
SH601211	2016-06-30	2016-12-29
SH601216	2016-06-30	2016-12-29
SH601225	2016-06-30	2016-12-29
SH601258	2016-06-30	2016-12-29
SH601288	2016-06-30	2016-12-29
SH601318	2016-06-30	2016-12-29
SH601328	2016-06-30	2016-12-29
SH601333	2016-06-30	2016-12-29
SH601336	2016-06-30	2016-12-29
SH601377	2016-06-30	2016-12-29
SH601390	2016-06-30	2016-12-29
SH601398	2016-06-30	2016-12-29
SH601555	2016-06-30	2016-12-29
SH601600	2016-06-30	2016-12-29
SH601601	2016-06-30	2016-12-29
SH601607	2016-06-30	2016-12-29
SH601608	2016-06-30	2016-12-29
SH601618	2016-06-30	2016-12-29
SH601628	2016-06-30	2016-12-29
SH601633	2016-06-30	2016-12-29
SH601668	2016-06-30	2016-12-29
SH601669	2016-06-30	2016-12-29
SH601688	2016-06-30	2016-12-29
SH601718	2016-06-30	2016-12-29
SH601727	2016-06-30	2016-12-29
SH601766	2016-06-30	2016-12-29
SH601788	2016-06-30	2016-12-29
SH601800	2016-06-30	2016-12-29
SH601808	2016-06-30	2016-12-29
SH601818	2016-06-30	2016-12-29
SH601857	2016-06-30	2016-12-29
SH601866	2016-06-30	2016-12-29
SH601872	2016-06-30	2016-12-29
SH601888	2016-06-30	2016-12-29
SH601898	2016-06-30	2016-12-29
SH601899	2016-06-30	2016-12-29
SH601901	2016-06-30	2016-12-29
SH601919	2016-06-30	2016-12-29
SH601928	2016-06-30	2016-12-29
SH601933	2016-06-30	2016-12-29
SH601939	2016-06-30	2016-12-29
SH601958	2016-06-30	2016-12-29
SH601985	2016-06-30	2016-12-29
SH601988	2016-06-30	2016-12-29
SH601989	2016-06-30	2016-12-29
SH601991	2016-06-30	2016-12-29
SH601992	2016-06-30	2016-12-29
SH601998	2016-06-30	2016-12-29
SH603000	2016-06-30	2016-12-29
SH603885	2016-06-30	2016-12-29
SH603993	2016-06-30	2016-12-29
SZ000001	2016-06-30	2016-12-29
SZ000002	2016-06-30	2016-12-29
SZ000009	2016-06-30	2016-12-29
SZ000027	2016-06-30	2016-12-29
SZ000039	2016-06-30	2016-12-29
SZ000046	2016-06-30	2016-12-29
SZ000060	2016-06-30	2016-12-29
SZ000061	2016-06-30	2016-12-29
SZ000063	2016-06-30	2016-12-29
SZ000069	2016-06-30	2016-12-29
SZ000100	2016-06-30	2016-12-29
SZ000156	2016-06-30	2016-12-29
SZ000157	2016-06-30	2016-12-29
SZ000166	2016-06-30	2016-12-29
SZ000333	2016-06-30	2016-12-29
SZ000338	2016-06-30	2016-12-29
SZ000402	2016-06-30	2016-12-29
SZ000413	2016-06-30	2016-12-29
SZ000415	2016-06-30	2016-12-29
SZ000423	2016-06-30	2016-12-29
SZ000425	2016-06-30	2016-12-29
SZ000503	2016-06-30	2016-12-29
SZ000538	2016-06-30	2016-12-29
SZ000540	2016-06-30	2016-12-29
SZ000559	2016-06-30	2016-12-29
SZ000568	2016-06-30	2016-12-29
SZ000623	2016-06-30	2016-12-29
SZ000625	2016-06-30	2016-12-29
SZ000630	2016-06-30	2016-12-29
SZ000651	2016-06-30	2016-12-29
SZ000686	2016-06-30	2016-12-29
SZ000709	2016-06-30	2016-12-29
SZ000712	2016-06-30	2016-12-29
SZ000725	2016-06-30	2016-12-29
SZ000728	2016-06-30	2016-12-29
SZ000729	2016-06-30	2016-12-29
SZ000738	2016-06-30	2016-12-29
SZ000750	2016-06-30	2016-12-29
SZ000768	2016-06-30	2016-12-29
SZ000776	2016-06-30	2016-12-29
SZ000778	2016-06-30	2016-12-29
SZ000783	2016-06-30	2016-12-29
SZ000792	2016-06-30	2016-12-29
SZ000793	2016-06-30	2016-12-29
SZ000800	2016-06-30	2016-12-29
SZ000825	2016-06-30	2016-12-29
SZ000826	2016-06-30	2016-12-29
SZ000839	2016-06-30	2016-12-29
SZ000858	2016-06-30	2016-12-29
SZ000876	2016-06-30	2016-12-29
SZ000883	2016-06-30	2016-12-29
SZ000895	2016-06-30	2016-12-29
SZ000898	2016-06-30	2016-12-29
SZ000917	2016-06-30	2016-12-29
SZ000963	2016-06-30	2016-12-29
SZ000977	2016-06-30	2016-12-29
SZ000999	2016-06-30	2016-12-29
SZ001979	2016-06-30	2016-12-29
SZ002007	2016-06-30	2016-12-29
SZ002008	2016-06-30	2016-12-29
SZ002024	2016-06-30	2016-12-29
SZ002027	2016-06-30	2016-12-29
SZ002065	2016-06-30	2016-12-29
SZ002081	2016-06-30	2016-12-29
SZ002129	2016-06-30	2016-12-29
SZ002142	2016-06-30	2016-12-29
SZ002146	2016-06-30	2016-12-29
SZ002152	2016-06-30	2016-12-29
SZ002153	2016-06-30	2016-12-29
SZ002183	2016-06-30	2016-12-29
SZ002195	2016-06-30	2016-12-29
SZ002202	2016-06-30	2016-12-29
SZ002230	2016-06-30	2016-12-29
SZ002236	2016-06-30	2016-12-29
SZ002241	2016-06-30	2016-12-29
SZ002252	2016-06-30	2016-12-29
SZ002292	2016-06-30	2016-12-29
SZ002294	2016-06-30	2016-12-29
SZ002304	2016-06-30	2016-12-29
SZ002385	2016-06-30	2016-12-29
SZ002399	2016-06-30	2016-12-29
SZ002415	2016-06-30	2016-12-29
SZ002422	2016-06-30	2016-12-29
SZ002424	2016-06-30	2016-12-29
SZ002450	2016-06-30	2016-12-29
SZ002456	2016-06-30	2016-12-29
SZ002465	2016-06-30	2016-12-29
SZ002470	2016-06-30	2016-12-29
SZ002475	2016-06-30	2016-12-29
SZ002500	2016-06-30	2016-12-29
SZ002568	2016-06-30	2016-12-29
SZ002594	2016-06-30	2016-12-29
SZ002673	2016-06-30	2016-12-29
SZ002736	2016-06-30	2016-12-29
SZ002739	2016-06-30	2016-12-29
SZ300002	2016-06-30	2016-12-29
SZ300003	2016-06-30	2016-12-29
SZ300015	2016-06-30	2016-12-29
SZ300017	2016-06-30	2016-12-29
SZ300024	2016-06-30	2016-12-29
SZ300027	2016-06-30	2016-12-29
SZ300058	2016-06-30	2016-12-29
SZ300059	2016-06-30	2016-12-29
SZ300070	2016-06-30	2016-12-29
SZ300085	2016-06-30	2016-12-29
SZ300104	2016-06-30	2016-12-29
SZ300124	2016-06-30	2016-12-29
SZ300133	2016-06-30	2016-12-29
SZ300144	2016-06-30	2016-12-29
SZ300146	2016-06-30	2016-12-29
SZ300168	2016-06-30	2016-12-29
SZ300251	2016-06-30	2016-12-29
SZ300315	2016-06-30	2016-12-29
SH600000	2016-12-30	2017-02-27
SH600005	2016-12-30	2017-02-27
SH600008	2016-12-30	2017-02-27
SH600009	2016-12-30	2017-02-27
SH600010	2016-12-30	2017-02-27
SH600015	2016-12-30	2017-02-27
SH600016	2016-12-30	2017-02-27
SH600018	2016-12-30	2017-02-27
SH600019	2016-12-30	2017-02-27
SH600021	2016-12-30	2017-02-27
SH600023	2016-12-30	2017-02-27
SH600028	2016-12-30	2017-02-27
SH600029	2016-12-30	2017-02-27
SH600030	2016-12-30	2017-02-27
SH600031	2016-12-30	2017-02-27
SH600036	2016-12-30	2017-02-27
SH600037	2016-12-30	2017-02-27
SH600038	2016-12-30	2017-02-27
SH600048	2016-12-30	2017-02-27
SH600050	2016-12-30	2017-02-27
SH600060	2016-12-30	2017-02-27
SH600061	2016-12-30	2017-02-27
SH600066	2016-12-30	2017-02-27
SH600068	2016-12-30	2017-02-27
SH600074	2016-12-30	2017-02-27
SH600085	2016-12-30	2017-02-27
SH600089	2016-12-30	2017-02-27
SH600100	2016-12-30	2017-02-27
SH600104	2016-12-30	2017-02-27
SH600109	2016-12-30	2017-02-27
SH600111	2016-12-30	2017-02-27
SH600115	2016-12-30	2017-02-27
SH600118	2016-12-30	2017-02-27
SH600150	2016-12-30	2017-02-27
SH600153	2016-12-30	2017-02-27
SH600157	2016-12-30	2017-02-27
SH600170	2016-12-30	2017-02-27
SH600177	2016-12-30	2017-02-27
SH600188	2016-12-30	2017-02-27
SH600196	2016-12-30	2017-02-27
SH600208	2016-12-30	2017-02-27
SH600221	2016-12-30	2017-02-27
SH600252	2016-12-30	2017-02-27
SH600256	2016-12-30	2017-02-27
SH600271	2016-12-30	2017-02-27
SH600276	2016-12-30	2017-02-27
SH600297	2016-12-30	2017-02-27
SH600309	2016-12-30	2017-02-27
SH600332	2016-12-30	2017-02-27
SH600340	2016-12-30	2017-02-27
SH600352	2016-12-30	2017-02-27
SH600362	2016-12-30	2017-02-27
SH600369	2016-12-30	2017-02-27
SH600372	2016-12-30	2017-02-27
SH600373	2016-12-30	2017-02-27
SH600376	2016-12-30	2017-02-27
SH600383	2016-12-30	2017-02-27
SH600406	2016-12-30	2017-02-27
SH600415	2016-12-30	2017-02-27
SH600446	2016-12-30	2017-02-27
SH600482	2016-12-30	2017-02-27
SH600485	2016-12-30	2017-02-27
SH600489	2016-12-30	2017-02-27
SH600498	2016-12-30	2017-02-27
SH600518	2016-12-30	2017-02-27
SH600519	2016-12-30	2017-02-27
SH600535	2016-12-30	2017-02-27
SH600547	2016-12-30	2017-02-27
SH600570	2016-12-30	2017-02-27
SH600582	2016-12-30	2017-02-27
SH600583	2016-12-30	2017-02-27
SH600585	2016-12-30	2017-02-27
SH600588	2016-12-30	2017-02-27
SH600606	2016-12-30	2017-02-27
SH600637	2016-12-30	2017-02-27
SH600648	2016-12-30	2017-02-27
SH600649	2016-12-30	2017-02-27
SH600654	2016-12-30	2017-02-27
SH600660	2016-12-30	2017-02-27
SH600663	2016-12-30	2017-02-27
SH600666	2016-12-30	2017-02-27
SH600674	2016-12-30	2017-02-27
SH600685	2016-12-30	2017-02-27
SH600688	2016-12-30	2017-02-27
SH600690	2016-12-30	2017-02-27
SH600703	2016-12-30	2017-02-27
SH600704	2016-12-30	2017-02-27
SH600705	2016-12-30	2017-02-27
SH600718	2016-12-30	2017-02-27
SH600737	2016-12-30	2017-02-27
SH600739	2016-12-30	2017-02-27
SH600741	2016-12-30	2017-02-27
SH600754	2016-12-30	2017-02-27
SH600783	2016-12-30	2017-02-27
SH600795	2016-12-30	2017-02-27
SH600804	2016-12-30	2017-02-27
SH600816	2016-12-30	2017-02-27
SH600820	2016-12-30	2017-02-27
SH600827	2016-12-30	2017-02-27
SH600837	2016-12-30	2017-02-27
SH600839	2016-12-30	2017-02-27
SH600867	2016-12-30	2017-02-27
SH600871	2016-12-30	2017-02-27
SH600873	2016-12-30	2017-02-27
SH600875	2016-12-30	2017-02-27
SH600886	2016-12-30	2017-02-27
SH600887	2016-12-30	2017-02-27
SH600893	2016-12-30	2017-02-27
SH600895	2016-12-30	2017-02-27
SH600900	2016-12-30	2017-02-27
SH600958	2016-12-30	2017-02-27
SH600959	2016-12-30	2017-02-27
SH600999	2016-12-30	2017-02-27
SH601006	2016-12-30	2017-02-27
SH601009	2016-12-30	2017-02-27
SH601018	2016-12-30	2017-02-27
SH601021	2016-12-30	2017-02-27
SH601088	2016-12-30	2017-02-27
SH601099	2016-12-30	2017-02-27
SH601111	2016-12-30	2017-02-27
SH601118	2016-12-30	2017-02-27
SH601127	2016-12-30	2017-02-27
SH601155	2016-12-30	2017-02-27
SH601166	2016-12-30	2017-02-27
